timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1722613054007,15,Create Product,200,OK,Thread Group - Create Product 2-1,text,true,,3762,8165,1,1,http://127.0.0.1/shop/admin/products.php,15,0,1
1722613054108,8,Create Product,200,OK,Thread Group - Create Product 2-2,text,true,,4444,8134,1,1,http://127.0.0.1/shop/admin/products.php,8,0,1
1722613054190,9,Create Product,200,OK,Thread Group - Create Product 2-3,text,true,,5126,8099,1,1,http://127.0.0.1/shop/admin/products.php,9,0,1
1722613054307,10,Create Product,200,OK,Thread Group - Create Product 2-4,text,true,,5808,8106,1,1,http://127.0.0.1/shop/admin/products.php,10,0,1
1722613054408,12,Create Product,200,OK,Thread Group - Create Product 2-5,text,true,,6490,8148,1,1,http://127.0.0.1/shop/admin/products.php,12,0,1
1722613054490,12,Create Product,200,OK,Thread Group - Create Product 2-6,text,true,,7172,8169,1,1,http://127.0.0.1/shop/admin/products.php,12,0,1
1722613054608,12,Create Product,200,OK,Thread Group - Create Product 2-7,text,true,,7854,8148,1,1,http://127.0.0.1/shop/admin/products.php,12,0,1
1722613054690,13,Create Product,200,OK,Thread Group - Create Product 2-8,text,true,,8555,8141,1,1,http://127.0.0.1/shop/admin/products.php,13,0,1
1722613054807,9,Create Product,200,OK,Thread Group - Create Product 2-9,text,true,,9244,8127,1,1,http://127.0.0.1/shop/admin/products.php,8,0,1
1722613054889,9,Create Product,200,OK,Thread Group - Create Product 2-10,text,true,,9926,8148,1,1,http://127.0.0.1/shop/admin/products.php,8,0,1
1722613054989,9,Create Product,200,OK,Thread Group - Create Product 2-11,text,true,,10609,8149,1,2,http://127.0.0.1/shop/admin/products.php,9,0,1
1722613055089,9,Create Product,200,OK,Thread Group - Create Product 2-12,text,true,,11292,8135,1,1,http://127.0.0.1/shop/admin/products.php,8,0,0
1722613055188,9,Create Product,200,OK,Thread Group - Create Product 2-13,text,true,,11975,8149,1,1,http://127.0.0.1/shop/admin/products.php,9,0,1
1722613055288,9,Create Product,200,OK,Thread Group - Create Product 2-14,text,true,,12658,8128,1,1,http://127.0.0.1/shop/admin/products.php,9,0,1
1722613055389,8,Create Product,200,OK,Thread Group - Create Product 2-15,text,true,,13342,8121,1,1,http://127.0.0.1/shop/admin/products.php,8,0,1
1722613055489,10,Create Product,200,OK,Thread Group - Create Product 2-16,text,true,,14025,8121,1,1,http://127.0.0.1/shop/admin/products.php,10,0,1
1722613055605,9,Create Product,200,OK,Thread Group - Create Product 2-17,text,true,,14708,8142,1,1,http://127.0.0.1/shop/admin/products.php,8,0,1
1722613055688,9,Create Product,200,OK,Thread Group - Create Product 2-18,text,true,,15391,8135,1,1,http://127.0.0.1/shop/admin/products.php,8,0,1
1722613055788,9,Create Product,200,OK,Thread Group - Create Product 2-19,text,true,,16074,8107,1,1,http://127.0.0.1/shop/admin/products.php,8,0,1
1722613055888,11,Create Product,200,OK,Thread Group - Create Product 2-20,text,true,,16757,8100,1,1,http://127.0.0.1/shop/admin/products.php,11,0,1
1722613056007,18,Create Product,200,OK,Thread Group - Create Product 2-21,text,true,,17447,8149,1,1,http://127.0.0.1/shop/admin/products.php,17,0,2
